categorie|marque|nom|nutritionGradeFr|ingredients|energie100g|graisse100g|sucres100g|fibres100g|proteines100g|sel100g|vitA100g|vitD100g|vitE100g|vitK100g|vitC100g|vitB1100g|vitB2100g|vitPP100g|vitB6100g|vitB9100g|vitB12100g|calcium100g|magnesium100g|iron100g|fer100g|betaCarotene100g|presenceHuilePalme|allergenes|additifs|
Gâteaux|Erté|Petits fours amandes|e|Sucre, farine de _blé_, blancs d'_œufs_, _beurre_ concentré, sirop de sucre inverti, _œufs_ frais, _amandes_, stabilisant : glycérol, poudre de _lait_ entier, sel, poudre à lever, émulsifiant : mono et diglycérides d'acides gras, conservateur : sorbate de potassium, arômes.|1451|12.2|34|1.3|5.6|1.3|||||||||||||||||0|blé, œufs, beurre, œufs, amandes, lait|E202 - Sorbate de potassium,E422 - Glycérol,E450 - Sels métalliques de diphosphates,E471 - Mono- et diglycérides d'acides gras alimentaires,E500 - Carbonates de sodium,E500ii - Carbonate acide de sodium|
Gâteaux|Erté|Moelleux aux raisins|d|Farine de blé, sucre, huile de colza, œufs frais, raisins secs, sirop de sucre inverti, stabilisant: glycérol, poudre de lait, sel, poudre à lever, arômes, conservateur : sorbate de Potassium, émulsifiants : mono et diglycérides d'acides gras, épaississant : xanthane.|1749|19.3|22.3|1.2|5.8|1.5|||||||||||||||||0||E202 - Sorbate de potassium,E415 - Gomme xanthane,E422 - Glycérol,E450 - Sels métalliques de diphosphates,E471 - Mono- et diglycérides d'acides gras alimentaires,E500 - Carbonates de sodium,E500ii - Carbonate acide de sodium|
Gâteaux|Famille Mary|Cake de Noël|e|Farine de _blé_, pommes semi-confites 20%, miel 14 %, _œufs_, huile de colza, sucre, raisins macérés 6 %, _beurre_ concentré, amandes 1.5 %, stabilisant, amidon de maïs, amidon de _blé_, poudres à lever, sel, arôme.|1728|17|38||4.8|0.8|||||||||||||||||0|blé, œufs, beurre, blé|E300 - Acide ascorbique,E415 - Gomme xanthane,E420 - Sorbitol,E420i - Sorbitol,E450 - Sels métalliques de diphosphates,E500 - Carbonates de sodium|
Gâteaux|Fauchon|2 tartelettes chocolat fabuleuses|e|Farine de _blé_, chocolat noir18.2%, _beurre_ 15.8%, sucre, _crème_, brisures de crêpes dentelles3.6%, _œufs_ entiers, pâte de _noisettes_ 3.2%, sirop de sucre inverti, huile végétale de tournesol, logo au chocolat blanc coloré, beurre de cacao, sucre, colorants : dioxyde de titane, oxyde et hydroxyde de fer), gélifiants : sorbitol, pectine, sirop de glucose, _beurre_ pâtissier 1.6%, éclats de noisettes caramélisées0.6%, dextrose, poudre à lever : diphosphates, carbonates de sodium, acidifiant : acide citrique.|2234|32|33||5.4|0.1|||||||||||||||||0|blé, beurre, crème, blé, beurre, lait, orge, œufs, noisettes, lait, beurre, noisettes|E171 - Oxyde de titane,E172 - Oxyde de fer,E322 - Lécithines,E330 - Acide citrique,E420 - Sorbitol,E420i - Sorbitol,E440 - Pectines,E440i - Pectine,E450 - Sels métalliques de diphosphates,E500 - Carbonates de sodium|
Gâteaux|Forchy,Forchy Pâtissier|Cake aux fruits aux cerises de Provence|d|fruits 32% [raisins secs 18%, cerises confites de Provence 10.3%, écorces d'oranges confites 3.5%], farine de _blé_, sucre, _œufs_ frais, margarine [huiles et graisses végétales, émulsifiant : mono et diglycérides d'acides gras, correcteur d'acidité : acide citrique], _beurre_ pâtissier, rhum, stabilisant : glycérol, eau, émulsifiants, _lait_ écrémé en poudre, poudres à lever : diphosphates, carbonates de sodium, sel, arôme, épaississant : gomme xanthane, colorant : carotènes végétaux, extrait naturel d'orange.|1577|14.4|37|2.2|4.4|0.4|||||||||||||||||1|blé, œufs, beurre, lait|E127 - Érythrosine,E160a - Bêta-carotène,E160aii - Carotènes végétaux,E202 - Sorbate de potassium,E330 - Acide citrique,E415 - Gomme xanthane,E422 - Glycérol,E450 - Sels métalliques de diphosphates,E471 - Mono- et diglycérides d'acides gras alimentaires,E500 - Carbonates de sodium|
Gâteaux|Forchy,Forchy Pâtissier|Quatre-quarts prétranché|e|Sucre , œufs frais 23% , beurre pâtissier 23% , farine de _blé_ , sorbitol , Glycerol , farine de soja , lécithine de _soja_ , E475 , E 471 , poudres à lever, sel de Guérande , crème , colorant|1893|25|23|0|6.9|0.44|||||||||||||||||0|blé, soja|E160a - Bêta-carotène,E160ai - Bêta-carotène,E322 - Lécithines,E322i - Lécithine,E420 - Sorbitol,E420i - Sorbitol,E422 - Glycérol,E450 - Sels métalliques de diphosphates,E471 - Mono- et diglycérides d'acides gras alimentaires,E475 - Esters polyglycériques d'acides gras,E500 - Carbonates de sodium|
Gâteaux|Fossier|Nonnettes coeur fondant à l'orange|d|Farine de _blé_, sucre, confiture 29 %, miel, jaune d'_œuf_, épices, poudres à lever, arôme naturel.|1331|2.2|47|1|4|0.6|||||||||||||||||0|blé, œuf|E440 - Pectines,E440i - Pectine,E450 - Sels métalliques de diphosphates,E450i - Pyrophosphate de sodium acide,E500 - Carbonates de sodium,E500ii - Carbonate acide de sodium,E503 - Carbonates d'ammonium,E503ii - Carbonate acide d'ammonium|
Gâteaux|Fossier|Le craquant au biscuit rose de Reims|e|farine de blé, chocolat noir 16 %, sucre, beurre concentré, Biscuit Rose 5 %, oeufs, dextrose, arôme, colorant E120. sel, poudres à lever. Peut contenir des traces de fruits à coque.|1946|18|23||7.6|0.65|||||||||||||||||0|en:eggs,en:gluten,en:milk,en:soybeans|E120 - Acide carminique,E322 - Lécithines,E322i - Lécithine,E450 - Sels métalliques de diphosphates,E500 - Carbonates de sodium,E503 - Carbonates d'ammonium|
Gâteaux|France Cake Tradition Bio,France Cake Tradition|Mini-brownies Au Chocolat X4|e|Sucre de canne* blond, pépites de chocolat* 20%, _œufs_ entiers*, huile de colza* désodorisée, farine de blé* T80. jaune d'_œufs_ en poudre* réhydratés, sirop de sucre de canne* inverti, poudre de cacao*, rhum, gomme d'acacia*, poudres à lever : tartrates de potassium, carbonates de sodium, sel marin. * : issu de l'agriculture biologique.|1862|25|36.7||7.9|0.45|||||||||||||||||0|œufs, gluten, œufs|E336 - Tartrates de potassium,E414 - Gomme d'acacia,E500 - Carbonates de sodium|
Gâteaux|Franprix|Madeleines au Beurre d'Isigny|e|Farine de _blé_, _beurre_ d'Isigny A.O.P. 23 %, sucre, _œufs_ frais 17.5 %, sirop de glucose-fructose, stabilisants : sorbitols, glycérol, arômes, poudres à lever : diphosphates et carbonates de sodium, sel, conservateur : sorbate de potassium.|1770|22|23||5.1|0.85|||||||||||||||||0|blé, beurre, œufs, blé|E202 - Sorbate de potassium,E420 - Sorbitol,E422 - Glycérol,E450 - Sels métalliques de diphosphates,E450i - Pyrophosphate de sodium acide,E500 - Carbonates de sodium|
Gâteaux|Franprix|Étoiles Pur Beurre Nature|e|Farine de _blé_ - _œufs_ - sucre - _beurre_ concentré reconstitué 22 % - stabilisants : sorbitols, glycérol - sirop de glucose-fructose - dextrose - sel - arôme- poudres à lever : diphosphates, carbonates de sodium - amidon de _blé_ - correcteur d'acidité : acide citrique.|1852|21.3|27.8||6.4|0.98|||||||||||||||||0|en:eggs,en:gluten,en:milk|E330 - Acide citrique,E420 - Sorbitol,E422 - Glycérol,E450 - Sels métalliques de diphosphates,E500 - Carbonates de sodium|
Gâteaux|Funky Veggie|La Boule Brownie|c|Dattes, _amandes_, _noix_, poudre de cacao, vanille bourbon, sel rose de Himalaya.|1728|21|39|9.7|7.7|0.1|||||||||||||||||0|en:nuts||
Gâteaux|Georges Laporte|Cake aux fruits|d|Fruits 32 %, pastèques confites 8.5 %, écorces d'orange confites 2.5 %, farine de _blé_ 20.6 %, _oeufs_ frais, huile de colza, sucre, eau, stabilisant : glycérol, émulsifiant : mono - et diglycérides d'acides gras, amidon modifié, sel, poudres à lever : diphosphates et carbonates de sodium, arôme naturel d'orange, conservateur : sorbate de potassium, épaississant : gomme xanthane.|1653|16|33||4.4|0.83|||||||||||||||||0|anhydride sulfureux, anhydride sulfureux, anhydride sulfureux, blé, oeufs|E120 - Acide carminique,E14XX - Amidons modifiés,E163 - Anthocyanes,E202 - Sorbate de potassium,E220 - Anhydride sulfureux,E330 - Acide citrique,E415 - Gomme xanthane,E422 - Glycérol,E450 - Sels métalliques de diphosphates,E450i - Pyrophosphate de sodium acide,E500 - Carbonates de sodium|
Gâteaux|Georges Laporte|Cake aux pépites de chocolat|d|Farine de _blé_, sucre, _oeufs_ frais, huile de colza, pépites de chocolat au lait 7 %, eau, stabilisant : glycérol, sirop de glucose, poudres à lever : diphosphates et carbonates de sodium, émulsifiant : mono- et diglycérides d'acides gras, sel, épaississant : gomme xanthane, conservateur : sorbate de potassium, acidifiant : acide citrique, arôme.|1784|22|28||5.4|0.88|||||||||||||||||0|blé, oeufs, lait, lactose|E202 - Sorbate de potassium,E322 - Lécithines,E330 - Acide citrique,E415 - Gomme xanthane,E422 - Glycérol,E450 - Sels métalliques de diphosphates,E450i - Pyrophosphate de sodium acide,E471 - Mono- et diglycérides d'acides gras alimentaires,E500 - Carbonates de sodium|
Gâteaux|Georges Laporte Patissier|Cake aux pépites de chocolat|d|farine de _blé_, sucre, _oeufs_ frais, pépites de chocolat 7%, eau, stabilisant glycérol, sirop de glucose, arômes, poudre à lever, diphosphates et carbonates de sodium, émulsifiant : mono et diglycérides d'acides gras, sel, épaississant : gomme de xanthane|1782|22|28||5.4|0.88|||||||||||||||||0|blé, oeufs|E322 - Lécithines,E322i - Lécithine,E415 - Gomme xanthane,E422 - Glycérol,E450 - Sels métalliques de diphosphates,E450i - Pyrophosphate de sodium acide,E471 - Mono- et diglycérides d'acides gras alimentaires,E500 - Carbonates de sodium|
Gâteaux|Georpa|Moelleux Banane Chocolat|d|Fourrage à la banane 19 %, farine de blé, _œufs_ frais, sucre, huile de colza, pépites de chocolat 4 %, eau, semoule de _blé, poudre de _lait_ entier, poudres à lever: diphosphates et carbonates de sodium, amidons modifiés de maïs et de pomme de terre, _lactose_, poudre de _lait_ écrémé, épaississants : alginate de sodium et carraghénanes, stabilisants : diphosphates et sulfate de calcium.|1464|17|26||5.6|0.75|||||||||||||||||0||E14XX - Amidons modifiés,E202 - Sorbate de potassium,E300 - Acide ascorbique,E322 - Lécithines,E322i - Lécithine,E330 - Acide citrique,E401 - Alginate de sodium,E406 - Agar-agar,E407 - Carraghénanes,E450 - Sels métalliques de diphosphates,E450i - Pyrophosphate de sodium acide,E500 - Carbonates de sodium,E509 - Chlorure de calcium,E516 - Sulfate de calcium|
Gâteaux|Gerblé|Moelleux saveur citron|c|Édulcorants : maltitols, farine de _blé_ 23 %, _œufs_, huile de colza, , stabilisant : glycérol d'origine végétale, stabilisant : sorbitols, amidon de _blé_, poudres à lever, arôme naturel, alcool éthylique, sel de mer, arôme naturel de vanille, arôme naturel de citron, épaississants : gomme xanthane et gomme guar.|1469|19|0||5.1|1|||||||||||||||||0|blé, œufs, blé|E1510 - Éthanol,E412 - Gomme de guar,E415 - Gomme xanthane,E420 - Sorbitol,E422 - Glycérol,E450 - Sels métalliques de diphosphates,E500 - Carbonates de sodium,E965 - Maltitol,E965i - Maltitol|
Gâteaux|Gerblé|Madeleines aux oeufs Gerblé|e|_œuf_ 25%, graisse de palme non hydrogénée, sucre, farine de riz 11.6%, fécule de pomme de terre, dextrose, humectant, sirop de glucose, arôme, amidon de riz, émulsifiant : lécithines de colza, épaississant : gomme guar, poudres à lever : diphosphates, carbonates de sodium, phosphates de calcium, sel, arôme.|1821|24|24|2|4.6|0.87|||||||||||||||||1|œuf|E322 - Lécithines,E341 - Phosphates de calcium,E412 - Gomme de guar,E422 - Glycérol,E450 - Sels métalliques de diphosphates,E500 - Carbonates de sodium|
Gâteaux|Gerblé|cake fourré sans gluten|e|Oeuf, huile de palme non hydrogénée, sucre, farine de riz, fécule de pomme de terre, stabilisant : glycérol, dextrose, fructose, sirop de glucose, inuline, amidon de riz, épaississants : gomme guar, alginate de sodium et pectines, poudre de cacao maigre 0.78%, poudres à lever, émulsifiant : lécithine de colza, poudre de blanc d'œuf, sel, arômes, correcteur d'acidité : phosphate tricalcique, affermissant : chlorure de calcium.|1766|22|28|1.5|4.1|0.8|||||||||||||||||1||E322 - Lécithines,E322i - Lécithine,E341 - Phosphates de calcium,E341i - Phosphate monocalcique,E341iii - Phosphate tricalcique,E401 - Alginate de sodium,E412 - Gomme de guar,E422 - Glycérol,E440 - Pectines,E450 - Sels métalliques de diphosphates,E450i - Pyrophosphate de sodium acide,E500 - Carbonates de sodium,E500ii - Carbonate acide de sodium,E509 - Chlorure de calcium|
Gâteaux|Gerblé|Moelleux au chocolat|c|_Oeufs_, édulcorant : maltitols, farine de _blé_ 18 %, huile de colza, chocolat au maltitol 9 %, stabilisant : glycérol d'origine végétale, cacao maigre en poudre, stabilisant : sorbitols, arôme naturel, amidon de _blé_, poudres à lever, sel marin, épaississants : gomme xanthane et gomme guar.|1540|20|0|3.9|5.2|1|||||||||||||||||0|Oeufs, blé, soja, blé|E322 - Lécithines,E412 - Gomme de guar,E415 - Gomme xanthane,E420 - Sorbitol,E422 - Glycérol,E450 - Sels métalliques de diphosphates,E500 - Carbonates de sodium,E965 - Maltitol,E965i - Maltitol|
Gâteaux|Goulibeur|15 petites galettes|e|farine de _blé_, _beurre_ pâtissier, sucre, 8% poudre de cacao, _oeuf_ frais, sel de mer|2113|25|25||6.4|0.59|||||||||||||||||0|||
Gâteaux|Graine d'enVie,Terre et Soleil|Gâteau Breton Caramel au Beurre Salé|e|_Beurre_, farine de _blé_*, sucre de canne blond*, caramel au beurre salé*, eau, _beurre_*, sirop de glucose*, sel de Guérande), _œufs_*, sel. *Ingrédients issus de l'Agriculture Biologique.|2113|27|41||5.2|0.82|||||||||||||||||0|en:eggs,en:gluten,en:milk|E407 - Carraghénanes|
Gâteaux|Graine d’enVie,Terre et Soleil|Quatre-Quarts au Caramel au Beurre Salé de Guérande|e|Caramel au beurre salé*, eau, _beurre_, sirop de glucose*, sel de Guérande), farine de _blé_, sucre de canne*, _œufs_ entiers*, _beurre_, sel, poudre à lever. *Ingrédients issus de l'Agriculture Biologique.|1912|22|41|1.7|5.8|1.2|||||||||||||||||0|en:eggs,en:gluten,en:milk|E336 - Tartrates de potassium,E336i - Tartrate monopotassique,E407 - Carraghénanes,E500 - Carbonates de sodium,E500ii - Carbonate acide de sodium|
Gâteaux|Grand Jury|Madeleines Longues|d|Farine de _blé_ sucre. huile de colza, _œufs_ frais 14 %, sirop de glucose fructose, stabilisant : sorbitols, _lait_ demi écrémé, amidon de maïs, poudres a lever diphosphates et carbonates de sodium, sel, conservateur sorbate de potassium, arome, émulsifiant lécithines.|1958|25|29||5.1|0.690000000000001|||||||||||||||||0|blé, œufs, lait, blé, soia|E202 - Sorbate de potassium,E322 - Lécithines,E420 - Sorbitol,E450 - Sels métalliques de diphosphates,E450i - Pyrophosphate de sodium acide,E500 - Carbonates de sodium|
Gâteaux|Jacquet|Dark Chocolate Cake|e|Farine de _blé_ 21.3%, _œufs_ frais, huile de colza, sucre, chocolat 13.5%, chocolat en poudre 7.1%, sirop de glucose-fructose, poudres à lever E500ii - E503ii — E341i, sel, farine de  _blé_ malté, arôme, correcteur d'acidité : acide citrique.|1823|24|31||6|1.778|||||||||||||||||0|blé, œufs, soja, blé|E322 - Lécithines,E322i - Lécithine,E330 - Acide citrique,E341 - Phosphates de calcium,E341i - Phosphate monocalcique,E500 - Carbonates de sodium,E500ii - Carbonate acide de sodium,E503 - Carbonates d'ammonium,E503ii - Carbonate acide d'ammonium|
Gâteaux|Jean Ducourtieux|Feuille de Génoise Cacao|d|Farine de _blé_, _œufs_, sucre, sirop de glucose-fructose, stabilisants : glycérol, sorbitols, cacao maigre en poudre, huile de tournesol, _lait_ écrémé en poudre, arôme naturel, sel, poudres à lever : diphosphates, carbonates de sodium, émulsifiants : E471. E475.|1449|5.9|34|2.4|8.7|0.79|||||||||||||||||0|blé, œufs, lait|E420 - Sorbitol,E422 - Glycérol,E450 - Sels métalliques de diphosphates,E471 - Mono- et diglycérides d'acides gras alimentaires,E475 - Esters polyglycériques d'acides gras,E500 - Carbonates de sodium|
Gâteaux|Jeannette|8 Madeleines Nature Bio|e|_Œufs_ frais Bio*, _beurre_ Bio*, farine de _blé_ Bio origine France*, sucre de canne roux Bio*, sirop d'épeautre Bio*, fleur de sel, poudre à lever : carbonates d'ammonium * ingrédients issus de l'Agriculture Biologique|1925|27|27||6.5|1.2|||||||||||||||||0||E503 - Carbonates d'ammonium|
Gâteaux|Jeannette|Madeleines pur beurre d’Isigny AOP et aux oeufs|e|_œufs_ frais de poules élevées en plein air, _beurre_ d'Isigny AOP, farine de _blé_, sucre, sirop de glucose, stabilisant : sorbitol, poudre à lever, sel.|1912|27|25||6.2|1.3|||||||||||||||||0|œufs, beurre, blé, gluten, blé|E420 - Sorbitol,E420i - Sorbitol,E450 - Sels métalliques de diphosphates,E450i - Pyrophosphate de sodium acide,E500 - Carbonates de sodium,E500ii - Carbonate acide de sodium|
Gâteaux|Jeannette,Biscuiterie Jeannette|Jeannette Tradition Morango - 8 Madeleines Fraise|e|_Beurre_ d’Isigny AOP, _œufs_ frais de poules élevées en plein air, farine de _blé_, sucre, sirop de glucose, stabilisant : sorbitol, pâte naturelle de fraise concentrée, poudre à lever, sel.|1879|26|25||6.6|1.5|||||||||||||||||0|Beurre, œufs, blé, gluten, blé|E420 - Sorbitol,E420i - Sorbitol,E450 - Sels métalliques de diphosphates,E450i - Pyrophosphate de sodium acide,E500 - Carbonates de sodium,E500ii - Carbonate acide de sodium|
Gâteaux|Joubard,Biscuiterie Joubard|Gateau Breton Pur Beurre|e|Farine de _blé_, _beurre_ concentré 28 %, sucre, jaune d’_œufs_, _œufs_ entiers, amidon de _blé_, sel poudre à lever.|2042|25.4|27.2||5|1|||||||||||||||||0|Œufs,Gluten,Lait|E160a - Bêta-carotène,E160ai - Bêta-carotène,E450 - Sels métalliques de diphosphates,E500 - Carbonates de sodium,E500ii - Carbonate acide de sodium|
Gâteaux|Karéléa,Léa Nature|Moelleux cacao |c|Édulcorant : maltitols; _œufs_; huile de colza; farine de _blé_; poudre de cacao 5%; sel; arôme naturel; conservateur : sorbate de potassium. |1813|30|0.6|2.9|5.6|0.61|||||||||||||||||0|œufs, blé|E202 - Sorbate de potassium,E965 - Maltitol,E965i - Maltitol|
Gâteaux|Ker Cadélac|45 Madeleines|d|Farine de _blé_ - sucre - _œufs_ frais 15 % - huile de colza - stabilisants : glycérol, sirops de sorbitol - sirop de glucose - poudres à lever : diphosphate disodique, carbonate acide de sodium - émulsifiant : E471 - sel - arôme.|1688|17.6|22.4|1.5|6.1|0.889|||||||||||||||||0|en:eggs,en:gluten|E420 - Sorbitol,E420ii - Sirop de sorbitol,E422 - Glycérol,E450 - Sels métalliques de diphosphates,E450i - Pyrophosphate de sodium acide,E471 - Mono- et diglycérides d'acides gras alimentaires,E500 - Carbonates de sodium,E500ii - Carbonate acide de sodium|
Gâteaux|Ker Cadélac|Maxi Galette saveur Amande|e|Fourrage 36 % : sucre, graines de _soja_, amidon modifié de pommes de terre, dextrose, huile végétale de colza, sirop de glucose-fructose, stabilisant : E420i, épaississant : E412 et E440. noyau d'abricot, sirop de glucose, sel, arômes. Pâte 64 % : farine de _blé_, sucre, _beurre_ concentré 12.9 %, jaunes d'_œufs_, farine de _soja_, _amande_ : 0.5 %, dextrose, sirop de glucose-fructose, sel, lactosérum en poudre, _lait_ en poudre, écorce de citron, arômes, colorant : E160a.|1713|15.7|34||5.8|0.45|||||||||||||||||0|en:eggs,en:gluten,en:milk,en:nuts,en:soybeans|E14XX - Amidons modifiés,E160a - Bêta-carotène,E412 - Gomme de guar,E420 - Sorbitol,E420i - Sorbitol,E440 - Pectines|
Gâteaux|Ker Cadélac|Mini's Pépites de Chocolat au Lait|d|Sucre, _œufs_ entiers, huile de colza, farine de _blé_, stabilisants : glycérol, E466. pépites de chocolat 9 %, poudre de cacao maigre, poudre de _lait_ écrémé, émulsifiant E471), poudres à lever E450i, E500ii, sel, arôme.|1946|26.8|24.7|1.2|5|0.09|||||||||||||||||0||E322 - Lécithines,E322i - Lécithine,E422 - Glycérol,E450 - Sels métalliques de diphosphates,E450i - Pyrophosphate de sodium acide,E466 - Carboxyméthylcellulose,E471 - Mono- et diglycérides d'acides gras alimentaires,E500 - Carbonates de sodium,E500ii - Carbonate acide de sodium|
Gâteaux|KingFrais|Moelleux au chocolat|d|39.6% œufs frais, 21% chocolat, 15.4% crème, sucre, dextrose, cacao maigre, amidon modifié de pomme de terre, farine de blé, arôme, stabilisant : gomme xanthane. |1243|15|31|2.4|6.9|0.2|||||||||||||||||0||E14XX - Amidons modifiés,E322 - Lécithines,E322i - Lécithine,E415 - Gomme xanthane|
Gâteaux|L'Abeille Délicieuse|Nonnettes fourrées à la Figue|d|Farine de _blé_, fourrage à la figue 25 %, sirop de glucose-fructose, saccharose, stabilisants: pectine et citrate de calcium, régulateur d'acidité: acide citrique et citrate de sodium, arômes), miel, sucre, sirop de sucre inverti, jaune d'_œuf_ salé, poudre à lever, arôme.|1385|2.6|46.4||3.6|0.65|||||||||||||||||0|blé, œuf, œuf|E330 - Acide citrique,E331 - Citrates de sodium,E333 - Citrates de calcium,E440 - Pectines,E440i - Pectine,E500 - Carbonates de sodium,E500ii - Carbonate acide de sodium,E503 - Carbonates d'ammonium,E503i - Carbonate d'ammonium|
Gâteaux|L'Atelier St Michel,St Michel|Cake aux Fruits|e|Fruits 37.5 % [raisins macérés au rhum 19 %, cerises de Provence confites 12 %, orange confite 6.5 %], _beurre_ frais, _œufs _de poules élevées en plein air, farine de _blé_, sucre, sucre inverti, amidon, extrait aromatique rhum orange, poudre d'amande, poudres à lever).|1506|15|36||4.3|0.3|||||||||||||||||0|en:gluten|E330 - Acide citrique,E450 - Sels métalliques de diphosphates,E450i - Pyrophosphate de sodium acide,E500 - Carbonates de sodium|
Gâteaux|L'Atelier St Michel,St Michel|Madeleine Géante|d|Farine de _blé_, huile de colza non hydrogénée, _œufs_ de poules élevées en plein air 20 %, sucre, stabilisant: glycérol, sirop de glucose, poudres à lever), sel, arôme, lécithine.|1937|27|25||6.4|0.7|||||||||||||||||0|Gluten,Soja, blé, œufs, blé, soja|E322 - Lécithines,E322i - Lécithine,E422 - Glycérol,E450 - Sels métalliques de diphosphates,E500 - Carbonates de sodium|
Gâteaux|LU,Pepito|Pepito gâteau marbré|e|Farine de _blé_ 27.5%, sucre, _oeufs_, huile de palme, stabilisant, cacao en poudre, dextrose, poudre à lever, émulsiﬁant, sel, arômes, conservateur.  |1758|22|27|1.7|5.4|0.67|||||||||||||||||1|blé, oeufs|E202 - Sorbate de potassium,E422 - Glycérol,E450 - Sels métalliques de diphosphates,E450i - Pyrophosphate de sodium acide,E471 - Mono- et diglycérides d'acides gras alimentaires,E500 - Carbonates de sodium,E500ii - Carbonate acide de sodium|
Gâteaux|La Bien Nommée|Gâteau Breton de Belle-Île-en-Mer à la Crème de Caramel|e|Farine de _froment_, _beurre_ frais, sucre, jaunes d’_œufs_, sel, crème de caramel maison 14 %.|2234|30.7|33.2||5.3|0.8|||||||||||||||||0|en:eggs,en:gluten,en:milk||
Gâteaux|La Boite A Cake|5 mini cakes bio|d|Farine de blé* T65. sucre de canne non raffiné*, oeufs* entiers frais, huile de tournesol*, chocolat* 10%, eau, sirop de blé*, poudre de cacao*, poudre à lever, sel marin, extrait de vanille*. *: ingrédients issus de l'agriculture biologique.|1686|19.4|27.8||5.5|0.4|||||||||||||||||0||E322 - Lécithines,E322i - Lécithine,E500 - Carbonates de sodium,E500ii - Carbonate acide de sodium,E503 - Carbonates d'ammonium|
Gâteaux|La Cour d'Orgères|Gâteau Breton Traditionnel|e|Farine de _blé_ T65. _beurre_ de baratte demi-sel 27 %, sucre, jaunes d'_œufs_, sel marin de Guérande.|2130|28|57||5.9|1.4|||||||||||||||||0|||
Gâteaux|La Fromagère|Gâteau au Fromage Blanc Fermier Nature|c|_Lait_ 52.7 %, sucre, _fromage_ blanc fermier 11.3%, farine de _blé_, amidon de maïs transformé, vanilline, colorant naturel : Rocou, poudre de blanc d'_œuf_, _beurre_ A0P Charente-Poitou, _œufs_, levure, sel.|866|4.9|21||6.6|0.24|||||||||||||||||0|Lait, fromage, blé, œuf, beurre, œufs|E160b - Rocou|
Gâteaux|La Galette Goulebenéze|Gâteau Moelleux Crème Caramel|e|Farine de _froment_, sucre, _beurre_ 20 %, _œufs_ entiers, crème caramel au beurre salé 9 %, sirop de sucre inverti, dextrose,  produit levant composé de diphosphate disodique et carbonate de sodium, amidon de maïs, sel.|1891|23|34||5.7|0.92|||||||||||||||||0|en:eggs,en:gluten,en:milk||
Gâteaux|La Galette Goulebenéze|La Galette Goulebenéze Fourrée à la Crème de Pruneaux|e|Farine de _froment_, sucre, Crème de pruneaux 16 %, _beurre_ concentré 14 %, ŒUFS entiers, sirop de sucre inverti, _beurre_ 1.7 %, poudre à lever, angélique confite, arôme naturel, sel.|1686|14|31||6.1|0.49|||||||||||||||||0||E200 - Acide sorbique,E341 - Phosphates de calcium,E450 - Sels métalliques de diphosphates,E500 - Carbonates de sodium|
Gâteaux|La Maison du Financier|Mini Financiers Nature|e|Sucre français, AMANDE 23 %, blancs d'ŒUFS*, BEURRE concentré21 %, farine de riz, sel.|2230|39|27||10|0.2|||||||||||||||||0||E160 - Caroténoïdes|
Gâteaux|La Quimperloise,Crêperie de Langadoué|Gâteau Breton Nature Pur Beurre|e|Farine de _blé_, _beurre_ 25 %, sucre, jaune d'_œufs_, émulsifiants: E471 et E481. sel, poudre à lever,.|2038|27.2|28.1||6.7|0.5|||||||||||||||||0||E450 - Sels métalliques de diphosphates,E450i - Pyrophosphate de sodium acide,E471 - Mono- et diglycérides d'acides gras alimentaires,E481 - Stéaroyl-2-lactylate de sodium,E500 - Carbonates de sodium,E500ii - Carbonate acide de sodium|
Gâteaux|La Trinitaine|Madeleine Longues aux Œufs|d|Farine de _blé_, _œufs_ entiers : 23.5 %, sucre, huile végétale, sirop de glucose-fructose, stabilisant : sorbitol, arômes, sel, poudres à lever, émulsifiants.|1912|23|27|1|5.8|0.79|||||||||||||||||0|en:eggs,en:gluten|E420 - Sorbitol,E420i - Sorbitol,E450 - Sels métalliques de diphosphates,E450i - Pyrophosphate de sodium acide,E471 - Mono- et diglycérides d'acides gras alimentaires,E475 - Esters polyglycériques d'acides gras,E500 - Carbonates de sodium,E500ii - Carbonate acide de sodium|
Gâteaux|La Trinitaine|P'tit Gâteau Fourré Fruits Rouges|d|Biscuit: farine de _blé_, sucre, _œufs_ entiers, huile végétale, sirop de glucose-fructose, stabilisant : sorbitol, poudres à lever, sel, arôme, émulsifiants.  Fourrage fruits rouges: sirop de glucose, sucre, jus de cassis : 13 %, pulpe de framboise : 4 %, stabilisant : glycérine naturelle, pulpe de groseille concentrée : 2 %, gélifiant : pectine, colorant : jus concentré de sureau, correcteurs d’acidité, arôme, arôme naturel de cassis.|1753|18|33||4.5|0.93|||||||||||||||||0|blé, œufs|E331 - Citrates de sodium,E333 - Citrates de calcium,E420 - Sorbitol,E420i - Sorbitol,E422 - Glycérol,E440 - Pectines,E440i - Pectine,E450 - Sels métalliques de diphosphates,E450i - Pyrophosphate de sodium acide,E471 - Mono- et diglycérides d'acides gras alimentaires,E475 - Esters polyglycériques d'acides gras,E500 - Carbonates de sodium,E500ii - Carbonate acide de sodium|
